drug_name,generic_name
フルボキサミンマレイン酸塩錠５０ｍｇ「ＮＰ」,フルボキサミンマレイン酸塩
フルボキサミンマレイン酸塩錠５０ｍｇ「サワイ」,フルボキサミンマレイン酸塩
フルボキサミンマレイン酸塩錠５０ｍｇ「タカタ」,フルボキサミンマレイン酸塩
フルボキサミンマレイン酸塩錠５０ｍｇ「トーワ」,フルボキサミンマレイン酸塩
フルボキサミンマレイン酸塩７５ｍｇ錠,フルボキサミンマレイン酸塩
デプロメール錠７５,フルボキサミンマレイン酸塩
ルボックス錠７５,フルボキサミンマレイン酸塩
フルボキサミンマレイン酸塩錠７５ｍｇ「サワイ」,フルボキサミンマレイン酸塩
フルボキサミンマレイン酸塩錠７５ｍｇ「日医工」,フルボキサミンマレイン酸塩
フルボキサミンマレイン酸塩錠７５ｍｇ「トーワ」,フルボキサミンマレイン酸塩
ミルナシプラン塩酸塩１５ｍｇ錠,ミルナシプラン塩酸塩
トレドミン錠１５ｍｇ,ミルナシプラン塩酸塩
ミルナシプラン塩酸塩錠２５ｍｇ「ＮＰ」,ミルナシプラン塩酸塩
ミルナシプラン塩酸塩錠２５ｍｇ「アメル」,ミルナシプラン塩酸塩
トレドミン錠２５ｍｇ,ミルナシプラン塩酸塩
トレドミン錠１２．５ｍｇ,ミルナシプラン塩酸塩
ミルナシプラン塩酸塩錠１２．５ｍｇ「アメル」,ミルナシプラン塩酸塩
トレドミン錠５０ｍｇ,ミルナシプラン塩酸塩
ミルナシプラン塩酸塩錠５０ｍｇ「アメル」,ミルナシプラン塩酸塩
パロキセチン塩酸塩１０ｍｇ錠,パロキセチン塩酸塩水和物
パロキセチン錠１０ｍｇ「ＡＡ」,パロキセチン塩酸塩水和物
パロキセチン錠１０ｍｇ「ＤＳＥＰ」,パロキセチン塩酸塩水和物
パロキセチン錠１０ｍｇ「ＴＣＫ」,パロキセチン塩酸塩水和物
パロキセチン錠１０ｍｇ「オーハラ」,パロキセチン塩酸塩水和物
パロキセチン錠１０ｍｇ「科研」,パロキセチン塩酸塩水和物
パロキセチン錠１０ｍｇ「ケミファ」,パロキセチン塩酸塩水和物
パロキセチン錠１０ｍｇ「サワイ」,パロキセチン塩酸塩水和物
パロキセチン錠１０ｍｇ「タカタ」,パロキセチン塩酸塩水和物
パロキセチン錠１０ｍｇ「トーワ」,パロキセチン塩酸塩水和物
パロキセチン錠１０ｍｇ「明治」,パロキセチン塩酸塩水和物
パロキセチン錠１０ｍｇ「ＶＴＲＳ」,パロキセチン塩酸塩水和物
パロキセチン錠１０ｍｇ「ニプロ」,パロキセチン塩酸塩水和物
パロキセチン錠１０ｍｇ「ＮＩＧ」,パロキセチン塩酸塩水和物
パロキセチン塩酸塩２０ｍｇ錠,パロキセチン塩酸塩水和物
パロキセチン錠２０ｍｇ「ＡＡ」,パロキセチン塩酸塩水和物
パロキセチン錠２０ｍｇ「ＤＳＥＰ」,パロキセチン塩酸塩水和物
パロキセチン錠２０ｍｇ「ＪＧ」,パロキセチン塩酸塩水和物
パロキセチン錠２０ｍｇ「ＴＣＫ」,パロキセチン塩酸塩水和物
パロキセチン錠２０ｍｇ「オーハラ」,パロキセチン塩酸塩水和物
パロキセチン錠２０ｍｇ「科研」,パロキセチン塩酸塩水和物
パロキセチン錠２０ｍｇ「ケミファ」,パロキセチン塩酸塩水和物
パロキセチン錠２０ｍｇ「サワイ」,パロキセチン塩酸塩水和物
パロキセチン錠２０ｍｇ「タカタ」,パロキセチン塩酸塩水和物
パロキセチン錠２０ｍｇ「トーワ」,パロキセチン塩酸塩水和物
パロキセチン錠２０ｍｇ「明治」,パロキセチン塩酸塩水和物
パロキセチン錠２０ｍｇ「ＶＴＲＳ」,パロキセチン塩酸塩水和物
パロキセチン錠２０ｍｇ「ニプロ」,パロキセチン塩酸塩水和物
パロキセチン錠２０ｍｇ「ＮＩＧ」,パロキセチン塩酸塩水和物
パロキセチン塩酸塩５ｍｇ錠,パロキセチン塩酸塩水和物
パロキセチン錠５ｍｇ「ケミファ」,パロキセチン塩酸塩水和物
パロキセチン錠５ｍｇ「ニプロ」,パロキセチン塩酸塩水和物
パロキセチンＯＤ錠１０ｍｇ「トーワ」,パロキセチン塩酸塩水和物
パロキセチンＯＤ錠２０ｍｇ「トーワ」,パロキセチン塩酸塩水和物
パロキセチンＯＤ錠５ｍｇ「トーワ」,パロキセチン塩酸塩水和物
パキシルＣＲ錠１２．５ｍｇ,パロキセチン塩酸塩水和物
パキシルＣＲ錠２５ｍｇ,パロキセチン塩酸塩水和物
パキシルＣＲ錠６．２５ｍｇ,パロキセチン塩酸塩水和物
セロクエル細粒５０％,クエチアピンフマル酸塩
クエチアピン細粒５０％「アメル」,クエチアピンフマル酸塩
クエチアピン細粒５０％「トーワ」,クエチアピンフマル酸塩
クエチアピン細粒５０％「タカタ」,クエチアピンフマル酸塩
クエチアピン細粒１０％「アメル」,クエチアピンフマル酸塩
クエチアピンフマル酸塩２５ｍｇ錠,クエチアピンフマル酸塩
セロクエル２５ｍｇ錠,クエチアピンフマル酸塩
セロクエル１００ｍｇ錠,クエチアピンフマル酸塩
クエチアピン錠１００ｍｇ「ＤＳＥＰ」,クエチアピンフマル酸塩
クエチアピン錠１００ｍｇ「ＪＧ」,クエチアピンフマル酸塩
クエチアピン錠１００ｍｇ「アメル」,クエチアピンフマル酸塩
クエチアピン錠１００ｍｇ「トーワ」,クエチアピンフマル酸塩
クエチアピン錠１００ｍｇ「日新」,クエチアピンフマル酸塩
クエチアピン錠１００ｍｇ「明治」,クエチアピンフマル酸塩
クエチアピン錠１００ｍｇ「タカタ」,クエチアピンフマル酸塩
クエチアピン錠１００ｍｇ「ＶＴＲＳ」,クエチアピンフマル酸塩
クエチアピン錠１００ｍｇ「ニプロ」,クエチアピンフマル酸塩
セロクエル２００ｍｇ錠,クエチアピンフマル酸塩
クエチアピン錠２００ｍｇ「ＤＳＥＰ」,クエチアピンフマル酸塩
クエチアピン錠２００ｍｇ「ＪＧ」,クエチアピンフマル酸塩
クエチアピン錠２００ｍｇ「アメル」,クエチアピンフマル酸塩
クエチアピン錠２００ｍｇ「トーワ」,クエチアピンフマル酸塩
クエチアピン錠２００ｍｇ「日新」,クエチアピンフマル酸塩
クエチアピン錠２００ｍｇ「明治」,クエチアピンフマル酸塩
クエチアピン錠２００ｍｇ「タカタ」,クエチアピンフマル酸塩
クエチアピン錠２００ｍｇ「ＶＴＲＳ」,クエチアピンフマル酸塩
クエチアピン錠２００ｍｇ「ニプロ」,クエチアピンフマル酸塩
クエチアピンフマル酸塩１２．５ｍｇ錠,クエチアピンフマル酸塩
クエチアピンフマル酸塩５０ｍｇ錠,クエチアピンフマル酸塩
ビプレッソ徐放錠５０ｍｇ,クエチアピンフマル酸塩
ビプレッソ徐放錠１５０ｍｇ,クエチアピンフマル酸塩
ルーラン錠４ｍｇ,ペロスピロン塩酸塩水和物
ペロスピロン塩酸塩錠４ｍｇ「アメル」,ペロスピロン塩酸塩水和物
ルーラン錠８ｍｇ,ペロスピロン塩酸塩水和物
ペロスピロン塩酸塩錠８ｍｇ「アメル」,ペロスピロン塩酸塩水和物
ルーラン錠１６ｍｇ,ペロスピロン塩酸塩水和物
ペロスピロン塩酸塩錠１６ｍｇ「アメル」,ペロスピロン塩酸塩水和物
オランザピン１％細粒,オランザピン
ジプレキサ細粒１％,オランザピン
オランザピン細粒１％「ＤＳＥＰ」,オランザピン
オランザピン細粒１％「サワイ」,オランザピン
オランザピン細粒１％「トーワ」,オランザピン
オランザピン細粒１％「日医工」,オランザピン
オランザピン細粒１％「ニプロ」,オランザピン
オランザピン細粒１％「杏林」,オランザピン
オランザピン細粒１％「タカタ」,オランザピン
オランザピン細粒１％「日新」,オランザピン
オランザピン２．５ｍｇ錠,オランザピン
ジプレキサ錠２．５ｍｇ,オランザピン
オランザピン錠２．５ｍｇ「明治」,オランザピン
オランザピン５ｍｇ錠,オランザピン
ジプレキサ錠５ｍｇ,オランザピン
オランザピン錠５ｍｇ「ＹＤ」,オランザピン
オランザピン錠５ｍｇ「サワイ」,オランザピン
オランザピン錠５ｍｇ「トーワ」,オランザピン
オランザピン錠５ｍｇ「日新」,オランザピン
オランザピン１０ｍｇ錠,オランザピン
ジプレキサ錠１０ｍｇ,オランザピン
オランザピン錠１０ｍｇ「明治」,オランザピン
オランザピン５ｍｇ口腔内崩壊錠,オランザピン
ジプレキサザイディス錠５ｍｇ,オランザピン
オランザピンＯＤ錠５ｍｇ「ＪＧ」,オランザピン
オランザピンＯＤ錠５ｍｇ「タカタ」,オランザピン
オランザピンＯＤ錠５ｍｇ「トーワ」,オランザピン
オランザピン１０ｍｇ口腔内崩壊錠,オランザピン
ジプレキサザイディス錠１０ｍｇ,オランザピン
オランザピン２．５ｍｇ口腔内崩壊錠,オランザピン
ジプレキサザイディス錠２．５ｍｇ,オランザピン
オランザピンＯＤ錠２．５ｍｇ「明治」,オランザピン
オランザピン錠１．２５ｍｇ「アメル」,オランザピン
オランザピン錠２０ｍｇ「アメル」,オランザピン
オランザピンＯＤ錠１．２５ｍｇ「アメル」,オランザピン
アリピプラゾール１％散,アリピプラゾール
エビリファイ散１％,アリピプラゾール
アリピプラゾール散１％「トーワ」,アリピプラゾール
アリピプラゾール１％細粒,アリピプラゾール
アリピプラゾール３ｍｇ錠,アリピプラゾール
エビリファイ錠３ｍｇ,アリピプラゾール
アリピプラゾール錠３ｍｇ「日医工」,アリピプラゾール
アリピプラゾール６ｍｇ錠,アリピプラゾール
エビリファイ錠６ｍｇ,アリピプラゾール
アリピプラゾール錠６ｍｇ「サワイ」,アリピプラゾール
アリピプラゾール１２ｍｇ錠,アリピプラゾール
エビリファイ錠１２ｍｇ,アリピプラゾール
アリピプラゾール錠１２ｍｇ「サワイ」,アリピプラゾール
アリピプラゾール３ｍｇ口腔内崩壊錠,アリピプラゾール
エビリファイＯＤ錠３ｍｇ,アリピプラゾール
アリピプラゾールＯＤ錠３ｍｇ「ＪＧ」,アリピプラゾール
アリピプラゾールＯＤ錠３ｍｇ「日医工」,アリピプラゾール
アリピプラゾール６ｍｇ口腔内崩壊錠,アリピプラゾール
エビリファイＯＤ錠６ｍｇ,アリピプラゾール
アリピプラゾールＯＤ錠６ｍｇ「ＪＧ」,アリピプラゾール
アリピプラゾールＯＤ錠６ｍｇ「日医工」,アリピプラゾール
アリピプラゾール１２ｍｇ口腔内崩壊錠,アリピプラゾール
エビリファイＯＤ錠１２ｍｇ,アリピプラゾール
アリピプラゾールＯＤ錠１２ｍｇ「ＪＧ」,アリピプラゾール
アリピプラゾールＯＤ錠１２ｍｇ「日医工」,アリピプラゾール
アリピプラゾール２４ｍｇ口腔内崩壊錠,アリピプラゾール
エビリファイＯＤ錠２４ｍｇ,アリピプラゾール
アリピプラゾールＯＤ錠２４ｍｇ「日医工」,アリピプラゾール
エビリファイ錠１ｍｇ,アリピプラゾール
アリピプラゾール錠１ｍｇ「サワイ」,アリピプラゾール
アリピプラゾール２４ｍｇ錠,アリピプラゾール
アリピプラゾール錠２４ｍｇ「アメル」,アリピプラゾール
エビリファイ内用液０．１％,アリピプラゾール
アリピプラゾール内用液分包３ｍｇ「ニプロ」,アリピプラゾール
アリピプラゾール内用液３ｍｇ分包「サワイ」,アリピプラゾール
アリピプラゾール内用液３ｍｇ分包「タカタ」,アリピプラゾール
アリピプラゾール内用液３ｍｇ分包「トーワ」,アリピプラゾール
アリピプラゾール内用液分包６ｍｇ「ニプロ」,アリピプラゾール
アリピプラゾール内用液６ｍｇ分包「サワイ」,アリピプラゾール
アリピプラゾール内用液６ｍｇ分包「タカタ」,アリピプラゾール
アリピプラゾール内用液６ｍｇ分包「トーワ」,アリピプラゾール
アリピプラゾール内用液分包１２ｍｇ「ニプロ」,アリピプラゾール
アリピプラゾール内用液１２ｍｇ分包「サワイ」,アリピプラゾール
アリピプラゾール内用液１２ｍｇ分包「タカタ」,アリピプラゾール
アリピプラゾール内用液１２ｍｇ分包「トーワ」,アリピプラゾール
アリピプラゾール内用液１ｍｇ分包「サワイ」,アリピプラゾール
セルトラリン塩酸塩２５ｍｇ錠,セルトラリン塩酸塩
ジェイゾロフト錠２５ｍｇ,セルトラリン塩酸塩
セルトラリン塩酸塩５０ｍｇ錠,セルトラリン塩酸塩
ジェイゾロフト錠５０ｍｇ,セルトラリン塩酸塩
セルトラリン錠５０ｍｇ「トーワ」,セルトラリン塩酸塩
セルトラリン錠５０ｍｇ「明治」,セルトラリン塩酸塩
セルトラリン塩酸塩１００ｍｇ錠,セルトラリン塩酸塩
ジェイゾロフト錠１００ｍｇ,セルトラリン塩酸塩
セルトラリン錠１００ｍｇ「明治」,セルトラリン塩酸塩
セルトラリン錠１００ｍｇ「ＪＧ」,セルトラリン塩酸塩
セルトラリン錠１００ｍｇ「ＴＣＫ」,セルトラリン塩酸塩
セルトラリン錠１００ｍｇ「杏林」,セルトラリン塩酸塩
セルトラリン錠１００ｍｇ「トーワ」,セルトラリン塩酸塩
セルトラリン塩酸塩２５ｍｇ口腔内崩壊錠,セルトラリン塩酸塩
ジェイゾロフトＯＤ錠２５ｍｇ,セルトラリン塩酸塩
セルトラリン塩酸塩５０ｍｇ口腔内崩壊錠,セルトラリン塩酸塩
ジェイゾロフトＯＤ錠５０ｍｇ,セルトラリン塩酸塩
セルトラリンＯＤ錠５０ｍｇ「トーワ」,セルトラリン塩酸塩
ジェイゾロフトＯＤ錠１００ｍｇ,セルトラリン塩酸塩
セルトラリンＯＤ錠１００ｍｇ「トーワ」,セルトラリン塩酸塩
モディオダール錠１００ｍｇ,モダフィニル
ブロナンセリン２％散,ブロナンセリン
ロナセン散２％,ブロナンセリン
ブロナンセリン散２％「アメル」,ブロナンセリン
ブロナンセリン２ｍｇ錠,ブロナンセリン
ロナセン錠２ｍｇ,ブロナンセリン
ブロナンセリン錠２ｍｇ「ＹＤ」,ブロナンセリン
ブロナンセリン４ｍｇ錠,ブロナンセリン
ロナセン錠４ｍｇ,ブロナンセリン
ブロナンセリン８ｍｇ錠,ブロナンセリン
ロナセン錠８ｍｇ,ブロナンセリン
ブロナンセリン錠８ｍｇ「ＤＳＥＰ」,ブロナンセリン
ブロナンセリン錠８ｍｇ「ＤＳＰＢ」,ブロナンセリン
ブロナンセリン錠８ｍｇ「ＹＤ」,ブロナンセリン
ブロナンセリン錠８ｍｇ「アメル」,ブロナンセリン
ブロナンセリン錠８ｍｇ「サワイ」,ブロナンセリン
ブロナンセリン錠８ｍｇ「トーワ」,ブロナンセリン
ブロナンセリン錠８ｍｇ「ニプロ」,ブロナンセリン
クロザリル錠２５ｍｇ,クロザピン
クロザリル錠１００ｍｇ,クロザピン
アトモキセチン錠５ｍｇ「ＤＳＥＰ」,アトモキセチン塩酸塩
アトモキセチン錠５ｍｇ「タカタ」,アトモキセチン塩酸塩
アトモキセチン錠５ｍｇ「トーワ」,アトモキセチン塩酸塩
アトモキセチン錠５ｍｇ「ニプロ」,アトモキセチン塩酸塩
アトモキセチン錠５ｍｇ「ＪＧ」,アトモキセチン塩酸塩
アトモキセチン錠１０ｍｇ「ＤＳＥＰ」,アトモキセチン塩酸塩
アトモキセチン錠１０ｍｇ「タカタ」,アトモキセチン塩酸塩
アトモキセチン錠１０ｍｇ「トーワ」,アトモキセチン塩酸塩
アトモキセチン錠１０ｍｇ「ニプロ」,アトモキセチン塩酸塩
アトモキセチン錠１０ｍｇ「ＪＧ」,アトモキセチン塩酸塩
アトモキセチン錠２５ｍｇ「ＤＳＥＰ」,アトモキセチン塩酸塩
アトモキセチン錠２５ｍｇ「タカタ」,アトモキセチン塩酸塩
アトモキセチン錠２５ｍｇ「トーワ」,アトモキセチン塩酸塩
アトモキセチン錠２５ｍｇ「ニプロ」,アトモキセチン塩酸塩
アトモキセチン錠２５ｍｇ「ＪＧ」,アトモキセチン塩酸塩
アトモキセチン錠４０ｍｇ「ＤＳＥＰ」,アトモキセチン塩酸塩
アトモキセチン錠４０ｍｇ「タカタ」,アトモキセチン塩酸塩
アトモキセチン錠４０ｍｇ「トーワ」,アトモキセチン塩酸塩
アトモキセチン錠４０ｍｇ「ニプロ」,アトモキセチン塩酸塩
アトモキセチン錠４０ｍｇ「ＪＧ」,アトモキセチン塩酸塩
ストラテラカプセル５ｍｇ,アトモキセチン塩酸塩
アトモキセチンカプセル５ｍｇ「サワイ」,アトモキセチン塩酸塩
アトモキセチンカプセル５ｍｇ「日医工」,アトモキセチン塩酸塩
アトモキセチンカプセル５ｍｇ「アメル」,アトモキセチン塩酸塩
アトモキセチンカプセル５ｍｇ「ＶＴＲＳ」,アトモキセチン塩酸塩
ストラテラカプセル１０ｍｇ,アトモキセチン塩酸塩
アトモキセチンカプセル１０ｍｇ「サワイ」,アトモキセチン塩酸塩
アトモキセチンカプセル１０ｍｇ「日医工」,アトモキセチン塩酸塩
アトモキセチンカプセル１０ｍｇ「アメル」,アトモキセチン塩酸塩
アトモキセチンカプセル１０ｍｇ「ＶＴＲＳ」,アトモキセチン塩酸塩
ストラテラカプセル２５ｍｇ,アトモキセチン塩酸塩
アトモキセチンカプセル２５ｍｇ「サワイ」,アトモキセチン塩酸塩
アトモキセチンカプセル２５ｍｇ「日医工」,アトモキセチン塩酸塩
アトモキセチンカプセル２５ｍｇ「アメル」,アトモキセチン塩酸塩
アトモキセチンカプセル２５ｍｇ「ＶＴＲＳ」,アトモキセチン塩酸塩
ストラテラカプセル４０ｍｇ,アトモキセチン塩酸塩
アトモキセチンカプセル４０ｍｇ「サワイ」,アトモキセチン塩酸塩
アトモキセチンカプセル４０ｍｇ「日医工」,アトモキセチン塩酸塩
アトモキセチンカプセル４０ｍｇ「アメル」,アトモキセチン塩酸塩
アトモキセチンカプセル４０ｍｇ「ＶＴＲＳ」,アトモキセチン塩酸塩
ストラテラ内用液０．４％,アトモキセチン塩酸塩
アトモキセチン内用液０．４％「トーワ」,アトモキセチン塩酸塩
アトモキセチン内用液０．４％「ニプロ」,アトモキセチン塩酸塩
アトモキセチン内用液０．４％「ＪＧ」,アトモキセチン塩酸塩
ミルタザピン１５ｍｇ錠,ミルタザピン
リフレックス錠１５ｍｇ,ミルタザピン
レメロン錠１５ｍｇ,ミルタザピン
ミルタザピン錠１５ｍｇ「ＥＥ」,ミルタザピン
ミルタザピン錠１５ｍｇ「ＪＧ」,ミルタザピン
ミルタザピン錠１５ｍｇ「ＴＣＫ」,ミルタザピン
ミルタザピン錠１５ｍｇ「ＹＤ」,ミルタザピン
ミルタザピン錠１５ｍｇ「ケミファ」,ミルタザピン
ミルタザピン錠１５ｍｇ「サワイ」,ミルタザピン
ミルタザピン錠１５ｍｇ「トーワ」,ミルタザピン
ミルタザピン錠１５ｍｇ「日新」,ミルタザピン
ミルタザピン錠１５ｍｇ「ニプロ」,ミルタザピン
ミルタザピン錠１５ｍｇ「フェルゼン」,ミルタザピン
ミルタザピン錠１５ｍｇ「明治」,ミルタザピン
ミルタザピン錠１５ｍｇ「ＶＴＲＳ」,ミルタザピン
ミルタザピン錠１５ｍｇ「ＫＭＰ」,ミルタザピン
ミルタザピン３０ｍｇ錠,ミルタザピン
リフレックス錠３０ｍｇ,ミルタザピン
レメロン錠３０ｍｇ,ミルタザピン
ミルタザピン錠３０ｍｇ「ＥＥ」,ミルタザピン
ミルタザピン錠３０ｍｇ「ＪＧ」,ミルタザピン
ミルタザピン錠３０ｍｇ「ＴＣＫ」,ミルタザピン
ミルタザピン錠３０ｍｇ「ＹＤ」,ミルタザピン
ミルタザピン錠３０ｍｇ「ケミファ」,ミルタザピン
ミルタザピン錠３０ｍｇ「サワイ」,ミルタザピン
ミルタザピン錠３０ｍｇ「トーワ」,ミルタザピン
ミルタザピン錠３０ｍｇ「日新」,ミルタザピン
ミルタザピン錠３０ｍｇ「ニプロ」,ミルタザピン
ミルタザピン錠３０ｍｇ「フェルゼン」,ミルタザピン
ミルタザピン錠３０ｍｇ「明治」,ミルタザピン
ミルタザピン錠３０ｍｇ「ＶＴＲＳ」,ミルタザピン
ミルタザピン錠３０ｍｇ「ＫＭＰ」,ミルタザピン
ミルタザピン１５ｍｇ口腔内崩壊錠,ミルタザピン
ミルタザピンＯＤ錠１５ｍｇ「ＤＳＥＰ」,ミルタザピン
ミルタザピン３０ｍｇ口腔内崩壊錠,ミルタザピン
ミルタザピンＯＤ錠３０ｍｇ「ＤＳＥＰ」,ミルタザピン
デュロキセチン錠２０ｍｇ「ケミファ」,デュロキセチン塩酸塩
デュロキセチン錠２０ｍｇ「トーワ」,デュロキセチン塩酸塩
デュロキセチン錠３０ｍｇ「ケミファ」,デュロキセチン塩酸塩
デュロキセチン錠３０ｍｇ「トーワ」,デュロキセチン塩酸塩
デュロキセチンＯＤ錠２０ｍｇ「ニプロ」,デュロキセチン塩酸塩
デュロキセチンＯＤ錠２０ｍｇ「明治」,デュロキセチン塩酸塩
デュロキセチンＯＤ錠３０ｍｇ「ニプロ」,デュロキセチン塩酸塩
デュロキセチンＯＤ錠３０ｍｇ「明治」,デュロキセチン塩酸塩
デュロキセチン塩酸塩２０ｍｇカプセル,デュロキセチン塩酸塩
サインバルタカプセル２０ｍｇ,デュロキセチン塩酸塩
デュロキセチンカプセル２０ｍｇ「ＤＳＥＰ」,デュロキセチン塩酸塩
デュロキセチンカプセル２０ｍｇ「ＪＧ」,デュロキセチン塩酸塩
デュロキセチンカプセル２０ｍｇ「ＫＭＰ」,デュロキセチン塩酸塩
デュロキセチンカプセル２０ｍｇ「ＹＤ」,デュロキセチン塩酸塩
デュロキセチンカプセル２０ｍｇ「アメル」,デュロキセチン塩酸塩
デュロキセチンカプセル２０ｍｇ「オーハラ」,デュロキセチン塩酸塩
デュロキセチンカプセル２０ｍｇ「サワイ」,デュロキセチン塩酸塩
デュロキセチンカプセル２０ｍｇ「タカタ」,デュロキセチン塩酸塩
デュロキセチンカプセル２０ｍｇ「トーワ」,デュロキセチン塩酸塩
デュロキセチンカプセル２０ｍｇ「日新」,デュロキセチン塩酸塩
デュロキセチンカプセル２０ｍｇ「ニプロ」,デュロキセチン塩酸塩
デュロキセチンカプセル２０ｍｇ「フェルゼン」,デュロキセチン塩酸塩
デュロキセチンカプセル２０ｍｇ「三笠」,デュロキセチン塩酸塩
デュロキセチンカプセル２０ｍｇ「明治」,デュロキセチン塩酸塩
デュロキセチンカプセル２０ｍｇ「杏林」,デュロキセチン塩酸塩
デュロキセチン塩酸塩３０ｍｇカプセル,デュロキセチン塩酸塩
サインバルタカプセル３０ｍｇ,デュロキセチン塩酸塩
デュロキセチンカプセル３０ｍｇ「ＤＳＥＰ」,デュロキセチン塩酸塩
デュロキセチンカプセル３０ｍｇ「ＪＧ」,デュロキセチン塩酸塩
デュロキセチンカプセル３０ｍｇ「ＫＭＰ」,デュロキセチン塩酸塩
デュロキセチンカプセル３０ｍｇ「ＹＤ」,デュロキセチン塩酸塩
デュロキセチンカプセル３０ｍｇ「アメル」,デュロキセチン塩酸塩
デュロキセチンカプセル３０ｍｇ「オーハラ」,デュロキセチン塩酸塩
デュロキセチンカプセル３０ｍｇ「サワイ」,デュロキセチン塩酸塩
デュロキセチンカプセル３０ｍｇ「タカタ」,デュロキセチン塩酸塩
デュロキセチンカプセル３０ｍｇ「トーワ」,デュロキセチン塩酸塩
デュロキセチンカプセル３０ｍｇ「日新」,デュロキセチン塩酸塩
デュロキセチンカプセル３０ｍｇ「ニプロ」,デュロキセチン塩酸塩
デュロキセチンカプセル３０ｍｇ「フェルゼン」,デュロキセチン塩酸塩
デュロキセチンカプセル３０ｍｇ「三笠」,デュロキセチン塩酸塩
デュロキセチンカプセル３０ｍｇ「明治」,デュロキセチン塩酸塩
インヴェガ錠３ｍｇ,パリペリドン
インヴェガ錠６ｍｇ,パリペリドン
インヴェガ錠９ｍｇ,パリペリドン
レクサプロ錠１０ｍｇ,エスシタロプラムシュウ酸塩
エスシタロプラム錠１０ｍｇ「ＪＧ」,エスシタロプラムシュウ酸塩
エスシタロプラム錠１０ｍｇ「ＶＴＲＳ」,エスシタロプラムシュウ酸塩
エスシタロプラム錠１０ｍｇ「サワイ」,エスシタロプラムシュウ酸塩
エスシタロプラム錠１０ｍｇ「タカタ」,エスシタロプラムシュウ酸塩
エスシタロプラム錠１０ｍｇ「トーワ」,エスシタロプラムシュウ酸塩
エスシタロプラム錠１０ｍｇ「日医工」,エスシタロプラムシュウ酸塩
エスシタロプラム錠１０ｍｇ「ニプロ」,エスシタロプラムシュウ酸塩
エスシタロプラム錠１０ｍｇ「明治」,エスシタロプラムシュウ酸塩
エスシタロプラム錠１０ｍｇ「ＴＣＫ」,エスシタロプラムシュウ酸塩
レクサプロ錠２０ｍｇ,エスシタロプラムシュウ酸塩
エスシタロプラム錠２０ｍｇ「ＪＧ」,エスシタロプラムシュウ酸塩
エスシタロプラム錠２０ｍｇ「ＶＴＲＳ」,エスシタロプラムシュウ酸塩
エスシタロプラム錠２０ｍｇ「サワイ」,エスシタロプラムシュウ酸塩
エスシタロプラム錠２０ｍｇ「タカタ」,エスシタロプラムシュウ酸塩
エスシタロプラム錠２０ｍｇ「トーワ」,エスシタロプラムシュウ酸塩
エスシタロプラム錠２０ｍｇ「日医工」,エスシタロプラムシュウ酸塩
エスシタロプラム錠２０ｍｇ「ニプロ」,エスシタロプラムシュウ酸塩
エスシタロプラム錠２０ｍｇ「明治」,エスシタロプラムシュウ酸塩
エスシタロプラム錠２０ｍｇ「ＴＣＫ」,エスシタロプラムシュウ酸塩
エスシタロプラムＯＤ錠１０ｍｇ「ＤＳＥＰ」,エスシタロプラムシュウ酸塩
エスシタロプラムＯＤ錠１０ｍｇ「サワイ」,エスシタロプラムシュウ酸塩
エスシタロプラムＯＤ錠１０ｍｇ「トーワ」,エスシタロプラムシュウ酸塩
エスシタロプラムＯＤ錠２０ｍｇ「ＤＳＥＰ」,エスシタロプラムシュウ酸塩
エスシタロプラムＯＤ錠２０ｍｇ「サワイ」,エスシタロプラムシュウ酸塩
エスシタロプラムＯＤ錠２０ｍｇ「トーワ」,エスシタロプラムシュウ酸塩
イフェクサーＳＲカプセル３７．５ｍｇ,ベンラファキシン塩酸塩
イフェクサーＳＲカプセル７５ｍｇ,ベンラファキシン塩酸塩
シクレスト舌下錠５ｍｇ,アセナピンマレイン酸塩
シクレスト舌下錠１０ｍｇ,アセナピンマレイン酸塩
インチュニブ錠１ｍｇ,グアンファシン塩酸塩
インチュニブ錠３ｍｇ,グアンファシン塩酸塩
レキサルティＯＤ錠０．５ｍｇ,ブレクスピプラゾール
レキサルティＯＤ錠１ｍｇ,ブレクスピプラゾール
レキサルティＯＤ錠２ｍｇ,ブレクスピプラゾール
ビバンセカプセル２０ｍｇ,リスデキサンフェタミンメシル酸塩
ビバンセカプセル３０ｍｇ,リスデキサンフェタミンメシル酸塩
トリンテリックス錠１０ｍｇ,ボルチオキセチン臭化水素酸塩
トリンテリックス錠２０ｍｇ,ボルチオキセチン臭化水素酸塩
ラツーダ錠２０ｍｇ,ルラシドン塩酸塩
ラツーダ錠４０ｍｇ,ルラシドン塩酸塩
ラツーダ錠６０ｍｇ,ルラシドン塩酸塩
ラツーダ錠８０ｍｇ,ルラシドン塩酸塩
ザズベイカプセル３０ｍｇ,ズラノロン
小児用ペレックス配合顆粒,非ピリン系感冒剤
ペレックス配合顆粒,非ピリン系感冒剤
サラザック配合顆粒,非ピリン系感冒剤
セラピナ配合顆粒,非ピリン系感冒剤
トーワチーム配合顆粒,非ピリン系感冒剤
ＰＬ配合顆粒,非ピリン系感冒剤
マリキナ配合顆粒,非ピリン系感冒剤
幼児用ＰＬ配合顆粒,非ピリン系感冒剤
ピーエイ配合錠,非ピリン系感冒剤
グラマリール細粒１０％,チアプリド塩酸塩
チアプリド細粒１０％「サワイ」,チアプリド塩酸塩
