drug_name,generic_name
ベタセレミン配合錠,ベタメタゾン・ｄ－クロルフェニラミンマレイン酸塩
セレスタミン配合シロップ,ベタメタゾン・ｄ－クロルフェニラミンマレイン酸塩
メチルテストステロン錠,メチルテストステロン
メチルテストステロン錠,メチルテストステロン
ジュリナ錠０．５ｍｇ,エストラジオール
エストラジオール錠０．５ｍｇ「Ｆ」,エストラジオール
エチニルエストラジオール錠,エチニルエストラジオール
エストリオール錠,エストリオール
エストリオール錠,エストリオール
エストリオール錠,エストリオール
ホーリン錠１ｍｇ,エストリオール
エフメノカプセル１００ｍｇ,プロゲステロン
ルトラール錠２ｍｇ,クロルマジノン酢酸エステル
プロスタール錠２５,クロルマジノン酢酸エステル
クロルマジノン酢酸エステル錠２５ｍｇ「ＹＤ」,クロルマジノン酢酸エステル
クロルマジノン酢酸エステル錠２５ｍｇ「日新」,クロルマジノン酢酸エステル
プロスタールＬ錠５０ｍｇ,クロルマジノン酢酸エステル
プロベラ錠２．５ｍｇ,メドロキシプロゲステロン酢酸エステル
メドロキシプロゲステロン酢酸エステル錠２．５ｍｇ「トーワ」,メドロキシプロゲステロン酢酸エステル
メドロキシプロゲステロン酢酸エステル錠２．５ｍｇ「Ｆ」,メドロキシプロゲステロン酢酸エステル
ヒスロン錠５,メドロキシプロゲステロン酢酸エステル
メドロキシプロゲステロン酢酸エステル錠５ｍｇ「Ｆ」,メドロキシプロゲステロン酢酸エステル
ヒスロンＨ錠２００ｍｇ,メドロキシプロゲステロン酢酸エステル
メドロキシプロゲステロン酢酸エステル錠２００ｍｇ「Ｆ」,メドロキシプロゲステロン酢酸エステル
デュファストン錠５ｍｇ,ジドロゲステロン
ノアルテン錠（５ｍｇ）,ノルエチステロン
プレマリン錠０．６２５ｍｇ,結合型エストロゲン
プラノバール配合錠,ノルゲストレル・エチニルエストラジオール
ルナベル配合錠ＬＤ,ノルエチステロン・エチニルエストラジオール
フリウェル配合錠ＬＤ「モチダ」,ノルエチステロン・エチニルエストラジオール
フリウェル配合錠ＬＤ「あすか」,ノルエチステロン・エチニルエストラジオール
フリウェル配合錠ＬＤ「サワイ」,ノルエチステロン・エチニルエストラジオール
フリウェル配合錠ＬＤ「トーワ」,ノルエチステロン・エチニルエストラジオール
ルナベル配合錠ＵＬＤ,ノルエチステロン・エチニルエストラジオール
フリウェル配合錠ＵＬＤ「あすか」,ノルエチステロン・エチニルエストラジオール
フリウェル配合錠ＵＬＤ「サワイ」,ノルエチステロン・エチニルエストラジオール
フリウェル配合錠ＵＬＤ「トーワ」,ノルエチステロン・エチニルエストラジオール
フリウェル配合錠ＵＬＤ「モチダ」,ノルエチステロン・エチニルエストラジオール
ウェールナラ配合錠,エストラジオール・レボノルゲストレル
ヤーズ配合錠,ドロスピレノン・エチニルエストラジオール　ベータデクス
ドロエチ配合錠「あすか」,ドロスピレノン・エチニルエストラジオール　ベータデクス
ヤーズフレックス配合錠,ドロスピレノン・エチニルエストラジオール　ベータデクス
ジェミーナ配合錠,レボノルゲストレル・エチニルエストラジオール
アリッサ配合錠,エステトロール水和物・ドロスピレノン
カルナクリン錠２５,カリジノゲナーゼ
カリジノゲナーゼ錠２５単位「日医工」,カリジノゲナーゼ
カルナクリン錠５０,カリジノゲナーゼ
カリジノゲナーゼ錠５０単位「日医工」,カリジノゲナーゼ
カリジノゲナーゼ錠５０単位「ＮＩＧ」,カリジノゲナーゼ
カルナクリンカプセル２５,カリジノゲナーゼ
セキソビット錠１００ｍｇ,シクロフェニル
プロスタグランジンＥ２錠０．５ｍｇ「科研」,ジノプロストン
オペプリム,ミトタン
ボンゾール錠１００ｍｇ,ダナゾール
ボンゾール錠２００ｍｇ,ダナゾール
デソパン錠６０ｍｇ,トリロスタン
クロミフェンクエン酸塩錠,クロミフェンクエン酸塩
ディナゲスト錠１ｍｇ,ジエノゲスト
ジエノゲスト錠１ｍｇ「Ｆ」,ジエノゲスト
ジエノゲスト錠１ｍｇ「キッセイ」,ジエノゲスト
ジエノゲスト錠１ｍｇ「サワイ」,ジエノゲスト
ジエノゲスト錠１ｍｇ「トーワ」,ジエノゲスト
ジエノゲスト錠１ｍｇ「ニプロ」,ジエノゲスト
ジエノゲスト錠１ｍｇ「モチダ」,ジエノゲスト
ジエノゲストＯＤ錠１ｍｇ「モチダ」,ジエノゲスト
ジエノゲストＯＤ錠１ｍｇ「キッセイ」,ジエノゲスト
ジエノゲストＯＤ錠１ｍｇ「トーワ」,ジエノゲスト
ジエノゲストＯＤ錠１ｍｇ「Ｆ」,ジエノゲスト
ディナゲスト錠０．５ｍｇ,ジエノゲスト
ジエノゲスト錠０．５ｍｇ「モチダ」,ジエノゲスト
デュタステリド錠０．５ｍｇＡＶ「ＤＳＥＰ」,デュタステリド
デュタステリド錠０．５ｍｇＡＶ「ＮＳ」,デュタステリド
デュタステリド錠０．５ｍｇＡＶ「ＹＤ」,デュタステリド
デュタステリド錠０．５ｍｇＡＶ「明治」,デュタステリド
デュタステリド０．５ｍｇカプセル,デュタステリド
アボルブカプセル０．５ｍｇ,デュタステリド
デュタステリドカプセル０．５ｍｇＡＶ「ＢＭＤ」,デュタステリド
デュタステリドカプセル０．５ｍｇＡＶ「ＤＳＥＰ」,デュタステリド
デュタステリドカプセル０．５ｍｇＡＶ「ＪＧ」,デュタステリド
デュタステリドカプセル０．５ｍｇＡＶ「ＴＣ」,デュタステリド
デュタステリドカプセル０．５ｍｇＡＶ「サワイ」,デュタステリド
デュタステリドカプセル０．５ｍｇＡＶ「武田テバ」,デュタステリド
デュタステリドカプセル０．５ｍｇＡＶ「トーワ」,デュタステリド
デュタステリドカプセル０．５ｍｇＡＶ「ニプロ」,デュタステリド
サムスカＯＤ錠３０ｍｇ,トルバプタン
レルミナ錠４０ｍｇ,レルゴリクス
リベルサス錠３ｍｇ,セマグルチド（遺伝子組換え）
リベルサス錠７ｍｇ,セマグルチド（遺伝子組換え）
リベルサス錠１４ｍｇ,セマグルチド（遺伝子組換え）
イスツリサ錠１ｍｇ,オシロドロスタットリン酸塩
イスツリサ錠５ｍｇ,オシロドロスタットリン酸塩
イセルティ錠１００ｍｇ,リンザゴリクスコリン
エルゴメトリンマレイン酸塩錠,エルゴメトリンマレイン酸塩
メチルエルゴメトリンマレイン酸塩錠,メチルエルゴメトリンマレイン酸塩
ヘモクロンカプセル２００ｍｇ,トリベノシド
ヘモリンガル舌下錠０．１８ｍｇ,静脈血管叢エキス
ヘモナーゼ配合錠,ブロメライン・トコフェロール酢酸エステル
ウロカルン錠２２５ｍｇ,ウラジロガシエキス
ブラダロン錠２００ｍｇ,フラボキサート塩酸塩
フラボキサート塩酸塩錠２００ｍｇ「サワイ」,フラボキサート塩酸塩
セルニルトン錠,セルニチンポーレンエキス
リトドリン塩酸塩５ｍｇ錠,リトドリン塩酸塩
ウテメリン錠５ｍｇ,リトドリン塩酸塩
リトドリン塩酸塩錠５ｍｇ「あすか」,リトドリン塩酸塩
ポラキス錠２,オキシブチニン塩酸塩
オキシブチニン塩酸塩錠２ｍｇ「サワイ」,オキシブチニン塩酸塩
ポラキス錠３,オキシブチニン塩酸塩
オキシブチニン塩酸塩錠３ｍｇ「サワイ」,オキシブチニン塩酸塩
ポラキス錠１,オキシブチニン塩酸塩
オキシブチニン塩酸塩錠１ｍｇ「サワイ」,オキシブチニン塩酸塩
バップフォー細粒２％,プロピベリン塩酸塩
プロピベリン塩酸塩１０ｍｇ錠,プロピベリン塩酸塩
バップフォー錠１０,プロピベリン塩酸塩
プロピベリン塩酸塩錠１０ｍｇ「トーワ」,プロピベリン塩酸塩
プロピベリン塩酸塩錠１０ｍｇ「あすか」,プロピベリン塩酸塩
バップフォー錠２０,プロピベリン塩酸塩
プロピベリン塩酸塩錠２０ｍｇ「ＹＤ」,プロピベリン塩酸塩
プロピベリン塩酸塩錠２０ｍｇ「ＪＧ」,プロピベリン塩酸塩
プロピベリン塩酸塩錠２０ｍｇ「ＮＳ」,プロピベリン塩酸塩
プロピベリン塩酸塩錠２０ｍｇ「トーワ」,プロピベリン塩酸塩
プロピベリン塩酸塩錠２０ｍｇ「杏林」,プロピベリン塩酸塩
プロピベリン塩酸塩錠２０ｍｇ「あすか」,プロピベリン塩酸塩
プロピベリン塩酸塩錠２０ｍｇ「ＴＣＫ」,プロピベリン塩酸塩
プロピベリン塩酸塩錠２０ｍｇ「ＮＩＧ」,プロピベリン塩酸塩
プロピベリン塩酸塩錠２０ｍｇ「サワイ」,プロピベリン塩酸塩
ハルナールＤ錠０．１ｍｇ,タムスロシン塩酸塩
タムスロシン塩酸塩ＯＤ錠０．１ｍｇ「ケミファ」,タムスロシン塩酸塩
タムスロシン塩酸塩ＯＤ錠０．１ｍｇ「日医工」,タムスロシン塩酸塩
タムスロシン塩酸塩ＯＤ錠０．１ｍｇ「日新」,タムスロシン塩酸塩
タムスロシン塩酸塩ＯＤ錠０．１ｍｇ「明治」,タムスロシン塩酸塩
タムスロシン塩酸塩ＯＤ錠０．１ｍｇ「サワイ」,タムスロシン塩酸塩
タムスロシン塩酸塩ＯＤ錠０．１ｍｇ「ＣＨ」,タムスロシン塩酸塩
タムスロシン塩酸塩ＯＤ錠０．１ｍｇ「トーワ」,タムスロシン塩酸塩
タムスロシン塩酸塩ＯＤ錠０．１ｍｇ「あすか」,タムスロシン塩酸塩
タムスロシン塩酸塩ＯＤ錠０．１ｍｇ「ＶＴＲＳ」,タムスロシン塩酸塩
タムスロシン塩酸塩０．２ｍｇ口腔内崩壊錠,タムスロシン塩酸塩
ハルナールＤ錠０．２ｍｇ,タムスロシン塩酸塩
タムスロシン塩酸塩ＯＤ錠０．２ｍｇ「ケミファ」,タムスロシン塩酸塩
タムスロシン塩酸塩ＯＤ錠０．２ｍｇ「日医工」,タムスロシン塩酸塩
タムスロシン塩酸塩ＯＤ錠０．２ｍｇ「日新」,タムスロシン塩酸塩
タムスロシン塩酸塩ＯＤ錠０．２ｍｇ「サワイ」,タムスロシン塩酸塩
タムスロシン塩酸塩ＯＤ錠０．２ｍｇ「ＣＨ」,タムスロシン塩酸塩
タムスロシン塩酸塩ＯＤ錠０．２ｍｇ「トーワ」,タムスロシン塩酸塩
タムスロシン塩酸塩ＯＤ錠０．２ｍｇ「あすか」,タムスロシン塩酸塩
タムスロシン塩酸塩カプセル０．１ｍｇ「ＮＩＧ」,タムスロシン塩酸塩
タムスロシン塩酸塩カプセル０．２ｍｇ「ＮＩＧ」,タムスロシン塩酸塩
フリバス錠２５ｍｇ,ナフトピジル
ナフトピジル錠２５ｍｇ「日医工」,ナフトピジル
ナフトピジル５０ｍｇ錠,ナフトピジル
フリバス錠５０ｍｇ,ナフトピジル
フリバス錠７５ｍｇ,ナフトピジル
ナフトピジル錠７５ｍｇ「日医工」,ナフトピジル
ナフトピジル５０ｍｇ口腔内崩壊錠,ナフトピジル
フリバスＯＤ錠５０ｍｇ,ナフトピジル
ナフトピジルＯＤ錠５０ｍｇ「ＤＳＥＰ」,ナフトピジル
ナフトピジルＯＤ錠５０ｍｇ「ＪＧ」,ナフトピジル
ナフトピジルＯＤ錠５０ｍｇ「ケミファ」,ナフトピジル
ナフトピジルＯＤ錠５０ｍｇ「トーワ」,ナフトピジル
ナフトピジルＯＤ錠５０ｍｇ「ＮＩＧ」,ナフトピジル
ナフトピジル７５ｍｇ口腔内崩壊錠,ナフトピジル
フリバスＯＤ錠７５ｍｇ,ナフトピジル
ナフトピジルＯＤ錠７５ｍｇ「ＪＧ」,ナフトピジル
ナフトピジルＯＤ錠７５ｍｇ「ケミファ」,ナフトピジル
ナフトピジルＯＤ錠７５ｍｇ「トーワ」,ナフトピジル
ナフトピジルＯＤ錠７５ｍｇ「ＮＩＧ」,ナフトピジル
ナフトピジル２５ｍｇ口腔内崩壊錠,ナフトピジル
フリバスＯＤ錠２５ｍｇ,ナフトピジル
シロドシン２ｍｇ錠,シロドシン
ユリーフ錠２ｍｇ,シロドシン
シロドシン４ｍｇ錠,シロドシン
ユリーフ錠４ｍｇ,シロドシン
シロドシン錠４ｍｇ「ＤＳＥＰ」,シロドシン
シロドシン錠４ｍｇ「ＪＧ」,シロドシン
シロドシン錠４ｍｇ「ＫＭＰ」,シロドシン
シロドシン錠４ｍｇ「オーハラ」,シロドシン
シロドシン錠４ｍｇ「杏林」,シロドシン
シロドシン２ｍｇ口腔内崩壊錠,シロドシン
ユリーフＯＤ錠２ｍｇ,シロドシン
シロドシン４ｍｇ口腔内崩壊錠,シロドシン
ユリーフＯＤ錠４ｍｇ,シロドシン
シロドシンＯＤ錠４ｍｇ「ＤＳＥＰ」,シロドシン
シロドシンＯＤ錠４ｍｇ「ＫＭＰ」,シロドシン
シロドシンＯＤ錠４ｍｇ「オーハラ」,シロドシン
シロドシンＯＤ錠４ｍｇ「杏林」,シロドシン
シロドシンＯＤ錠４ｍｇ「日新」,シロドシン
シロドシンＯＤ錠４ｍｇ「ＪＧ」,シロドシン
ベシケア錠２．５ｍｇ,コハク酸ソリフェナシン
ソリフェナシンコハク酸塩錠２．５ｍｇ「ＴＣＫ」,コハク酸ソリフェナシン
ソリフェナシンコハク酸塩錠２．５ｍｇ「ＹＤ」,コハク酸ソリフェナシン
ソリフェナシンコハク酸塩錠２．５ｍｇ「サワイ」,コハク酸ソリフェナシン
ソリフェナシンコハク酸塩錠２．５ｍｇ「ツルハラ」,コハク酸ソリフェナシン
ソリフェナシンコハク酸塩錠２．５ｍｇ「トーワ」,コハク酸ソリフェナシン
ソリフェナシンコハク酸塩錠２．５ｍｇ「日医工」,コハク酸ソリフェナシン
ベシケア錠５ｍｇ,コハク酸ソリフェナシン
ソリフェナシンコハク酸塩錠５ｍｇ「ＴＣＫ」,コハク酸ソリフェナシン
ソリフェナシンコハク酸塩錠５ｍｇ「ＹＤ」,コハク酸ソリフェナシン
ソリフェナシンコハク酸塩錠５ｍｇ「サワイ」,コハク酸ソリフェナシン
ソリフェナシンコハク酸塩錠５ｍｇ「ツルハラ」,コハク酸ソリフェナシン
ソリフェナシンコハク酸塩錠５ｍｇ「トーワ」,コハク酸ソリフェナシン
ソリフェナシンコハク酸塩錠５ｍｇ「日医工」,コハク酸ソリフェナシン
ベシケアＯＤ錠２．５ｍｇ,コハク酸ソリフェナシン
ソリフェナシンコハク酸塩ＯＤ錠２．５ｍｇ「ＪＧ」,コハク酸ソリフェナシン
ソリフェナシンコハク酸塩ＯＤ錠２．５ｍｇ「サワイ」,コハク酸ソリフェナシン
ソリフェナシンコハク酸塩ＯＤ錠２．５ｍｇ「トーワ」,コハク酸ソリフェナシン
ソリフェナシンコハク酸塩ＯＤ錠２．５ｍｇ「ニプロ」,コハク酸ソリフェナシン
ソリフェナシンコハク酸塩ＯＤ錠２．５ｍｇ「日医工」,コハク酸ソリフェナシン
ベシケアＯＤ錠５ｍｇ,コハク酸ソリフェナシン
ソリフェナシンコハク酸塩ＯＤ錠５ｍｇ「ＪＧ」,コハク酸ソリフェナシン
ソリフェナシンコハク酸塩ＯＤ錠５ｍｇ「サワイ」,コハク酸ソリフェナシン
ソリフェナシンコハク酸塩ＯＤ錠５ｍｇ「トーワ」,コハク酸ソリフェナシン
ソリフェナシンコハク酸塩ＯＤ錠５ｍｇ「ニプロ」,コハク酸ソリフェナシン
ソリフェナシンコハク酸塩ＯＤ錠５ｍｇ「日医工」,コハク酸ソリフェナシン
ウリトス錠０．１ｍｇ,イミダフェナシン
ステーブラ錠０．１ｍｇ,イミダフェナシン
イミダフェナシン錠０．１ｍｇ「ＪＧ」,イミダフェナシン
イミダフェナシン錠０．１ｍｇ「ＹＤ」,イミダフェナシン
イミダフェナシン錠０．１ｍｇ「杏林」,イミダフェナシン
イミダフェナシン錠０．１ｍｇ「サワイ」,イミダフェナシン
ウリトスＯＤ錠０．１ｍｇ,イミダフェナシン
ステーブラＯＤ錠０．１ｍｇ,イミダフェナシン
イミダフェナシンＯＤ錠０．１ｍｇ「ＪＧ」,イミダフェナシン
イミダフェナシンＯＤ錠０．１ｍｇ「ＴＣＫ」,イミダフェナシン
イミダフェナシンＯＤ錠０．１ｍｇ「ＹＤ」,イミダフェナシン
イミダフェナシンＯＤ錠０．１ｍｇ「杏林」,イミダフェナシン
イミダフェナシンＯＤ錠０．１ｍｇ「サワイ」,イミダフェナシン
イミダフェナシンＯＤ錠０．１ｍｇ「ツルハラ」,イミダフェナシン
イミダフェナシンＯＤ錠０．１ｍｇ「トーワ」,イミダフェナシン
ベタニス錠２５ｍｇ,ミラベグロン
ベタニス錠５０ｍｇ,ミラベグロン
トビエース錠４ｍｇ,フェソテロジンフマル酸塩
トビエース錠８ｍｇ,フェソテロジンフマル酸塩
ザルティア錠２．５ｍｇ,タダラフィル
タダラフィル錠２．５ｍｇＺＡ「ＪＧ」,タダラフィル
タダラフィル錠２．５ｍｇＺＡ「あすか」,タダラフィル
タダラフィル錠２．５ｍｇＺＡ「杏林」,タダラフィル
タダラフィル錠２．５ｍｇＺＡ「サワイ」,タダラフィル
タダラフィル錠２．５ｍｇＺＡ「サンド」,タダラフィル
タダラフィル錠２．５ｍｇＺＡ「日医工」,タダラフィル
タダラフィル錠２．５ｍｇＺＡ「ニプロ」,タダラフィル
タダラフィル錠２．５ｍｇＺＡ「フソー」,タダラフィル
タダラフィル錠２．５ｍｇＺＡ「シオエ」,タダラフィル
ザルティア錠５ｍｇ,タダラフィル
タダラフィル錠５ｍｇＺＡ「ＪＧ」,タダラフィル
タダラフィル錠５ｍｇＺＡ「あすか」,タダラフィル
タダラフィル錠５ｍｇＺＡ「杏林」,タダラフィル
タダラフィル錠５ｍｇＺＡ「サワイ」,タダラフィル
タダラフィル錠５ｍｇＺＡ「サンド」,タダラフィル
タダラフィル錠５ｍｇＺＡ「日医工」,タダラフィル
タダラフィル錠５ｍｇＺＡ「ニプロ」,タダラフィル
タダラフィル錠５ｍｇＺＡ「フソー」,タダラフィル
タダラフィル錠５ｍｇＺＡ「シオエ」,タダラフィル
タダラフィルＯＤ錠２．５ｍｇＺＡ「トーワ」,タダラフィル
タダラフィルＯＤ錠５ｍｇＺＡ「トーワ」,タダラフィル
シアリス錠５ｍｇ,タダラフィル
シアリス錠１０ｍｇ,タダラフィル
シアリス錠２０ｍｇ,タダラフィル
ベオーバ錠５０ｍｇ,ビベグロン
バイアグラ錠２５ｍｇ,シルデナフィルクエン酸塩
バイアグラ錠５０ｍｇ,シルデナフィルクエン酸塩
バイアグラＯＤフィルム２５ｍｇ,シルデナフィルクエン酸塩
バイアグラＯＤフィルム５０ｍｇ,シルデナフィルクエン酸塩
エルサメット配合錠,オオウメガサソウエキス・ハコヤナギエキス配合剤
エビプロスタット配合錠ＤＢ,オオウメガサソウエキス・ハコヤナギエキス配合剤
エルサメットＳ配合錠,オオウメガサソウエキス・ハコヤナギエキス配合剤
オクソラレン錠１０ｍｇ,メトキサレン
レクチゾール錠２５ｍｇ,ジアフェニルスルホン
セファランチン末１％,セファランチン
セファランチン錠１ｍｇ,セファランチン
ガンマオリザノール細粒２０％「ツルハラ」,ガンマオリザノール
ハイゼット錠２５ｍｇ,ガンマオリザノール
ハイゼット錠５０ｍｇ,ガンマオリザノール
ガンマオリザノール錠５０ｍｇ「ツルハラ」,ガンマオリザノール
ヘマンジオルシロップ小児用０．３７５％,プロプラノロール塩酸塩
チョコラＡ末１万単位／ｇ,ビタミンＡ
チョコラＡ錠１万単位,ビタミンＡ
チョコラＡ滴０．１万単位／滴,レチノールパルミチン酸エステル
アルファロール散１μｇ／ｇ,アルファカルシドール
ワンアルファ錠０．２５μｇ,アルファカルシドール
アルファカルシドール錠０．２５μｇ「アメル」,アルファカルシドール
ワンアルファ錠０．５μｇ,アルファカルシドール
アルファカルシドール錠０．５μｇ「アメル」,アルファカルシドール
ワンアルファ錠１．０μｇ,アルファカルシドール
アルファカルシドール錠１．０μｇ「アメル」,アルファカルシドール
アルファカルシドール０．２５μｇカプセル,アルファカルシドール
アルファロールカプセル０．２５μｇ,アルファカルシドール
アルファカルシドール０．５μｇカプセル,アルファカルシドール
アルファロールカプセル０．５μｇ,アルファカルシドール
アルファカルシドール１μｇカプセル,アルファカルシドール
アルファロールカプセル１μｇ,アルファカルシドール
アルファロールカプセル３μｇ,アルファカルシドール
アルファカルシドールカプセル３μｇ「ＢＭＤ」,アルファカルシドール
アルファロール内用液０．５μｇ／ｍＬ,アルファカルシドール
カルシトリオール０．２５μｇカプセル,カルシトリオール
ロカルトロールカプセル０．２５,カルシトリオール
カルシトリオール０．５μｇカプセル,カルシトリオール
ロカルトロールカプセル０．５,カルシトリオール
フルスタン錠０．１５,ファレカルシトリオール
ホーネル錠０．１５,ファレカルシトリオール
フルスタン錠０．３,ファレカルシトリオール
ホーネル錠０．３,ファレカルシトリオール
エディロール錠０．５μｇ,エルデカルシトール
エディロール錠０．７５μｇ,エルデカルシトール
エディロールカプセル０．５μｇ,エルデカルシトール
エルデカルシトールカプセル０．５μｇ「サワイ」,エルデカルシトール
エルデカルシトールカプセル０．５μｇ「日医工」,エルデカルシトール
エルデカルシトールカプセル０．５μｇ「トーワ」,エルデカルシトール
エディロールカプセル０．７５μｇ,エルデカルシトール
エルデカルシトールカプセル０．７５μｇ「サワイ」,エルデカルシトール
エルデカルシトールカプセル０．７５μｇ「日医工」,エルデカルシトール
エルデカルシトールカプセル０．７５μｇ「トーワ」,エルデカルシトール
肝油,肝油
チガソンカプセル１０,エトレチナート
チガソンカプセル２５,エトレチナート
チアミン塩化物塩酸塩散,チアミン塩化物塩酸塩
チアミン塩化物塩酸塩散,チアミン塩化物塩酸塩
ジセタミン錠２５,セトチアミン塩酸塩水和物
チアミンジスルフィド錠１０ｍｇ「ツルハラ」,チアミンジスルフィド
ベストン糖衣錠（２５ｍｇ）,ビスベンチアミン
５ｍｇアリナミンＦ糖衣錠,フルスルチアミン
２５ｍｇアリナミンＦ糖衣錠,フルスルチアミン
フルスルチアミン錠２５ｍｇ「トーワ」,フルスルチアミン
５０ｍｇアリナミンＦ糖衣錠,フルスルチアミン
リボフラビン酪酸エステル細粒１０％「ツルハラ」,リボフラビン酪酸エステル
リボフラビン酪酸エステル２０ｍｇ錠,リボフラビン酪酸エステル
ハイボン錠２０ｍｇ,リボフラビン酪酸エステル
ニコチン酸アミド散１０％「ゾンネ」,ニコチン酸アミド
パントシン散２０％,パンテチン
パンテチン散２０％「ＮＩＧ」,パンテチン
パンテチン細粒２０％「ツルハラ」,パンテチン
パントシン細粒５０％,パンテチン
パントシン錠３０,パンテチン
パンテチン錠３０ｍｇ「ツルハラ」,パンテチン
パントシン錠６０,パンテチン
パンテチン錠６０ｍｇ「ツルハラ」,パンテチン
パンテチン１００ｍｇ錠,パンテチン
パントシン錠１００,パンテチン
パントシン錠２００,パンテチン
パントテン酸カルシウム,パントテン酸カルシウム
ピリドキシン塩酸塩,ピリドキシン塩酸塩
ビタミンＢ６散１０％「マルイシ」,ピリドキシン塩酸塩
ビタミンＢ６錠３０ｍｇ「Ｆ」,ピリドキシン塩酸塩
ピリドキサールリン酸エステル１０ｍｇ錠,ピリドキサールリン酸エステル水和物
ピドキサール錠１０ｍｇ,ピリドキサールリン酸エステル水和物
ピドキサール錠２０ｍｇ,ピリドキサールリン酸エステル水和物
ピリドキサール錠２０ｍｇ「ツルハラ」,ピリドキサールリン酸エステル水和物
ピリドキサールリン酸エステル３０ｍｇ錠,ピリドキサールリン酸エステル水和物
ピドキサール錠３０ｍｇ,ピリドキサールリン酸エステル水和物
葉酸錠,葉酸
フォリアミン散１００ｍｇ／ｇ,葉酸
ハイコバールカプセル５００μｇ,コバマミド
メチコバール細粒０．１％,メコバラミン
メコバラミン０．２５ｍｇ錠,メコバラミン
メチコバール錠２５０μｇ,メコバラミン
メコバラミン０．５ｍｇ錠,メコバラミン
メチコバール錠５００μｇ,メコバラミン
メコバラミンカプセル２５０μｇ「日新」,メコバラミン
アスコルビン酸散,アスコルビン酸
アスコルビン酸散,アスコルビン酸
アスコルビン酸,アスコルビン酸
アスコルビン酸（岩城）,アスコルビン酸
ハイシー顆粒２５％,アスコルビン酸
トコフェロール酢酸エステル顆粒２０％「ツルハラ」,トコフェロール酢酸エステル
ユベラ錠５０ｍｇ,トコフェロール酢酸エステル
トコフェロール酢酸エステル錠５０ｍｇ「トーワ」,トコフェロール酢酸エステル
トコフェロール酢酸エステル錠１００ｍｇ「ツルハラ」,トコフェロール酢酸エステル
トコフェロール酢酸エステルカプセル１００ｍｇ「ＶＴＲＳ」,トコフェロール酢酸エステル
カチーフＮ散１０ｍｇ／ｇ,フィトナジオン
カチーフＮ錠５ｍｇ,フィトナジオン
ケーワン錠５ｍｇ,フィトナジオン
ビタミンＫ１錠５ｍｇ「ツルハラ」,フィトナジオン
ケイツーカプセル５ｍｇ,メナテトレノン
メナテトレノン１５ｍｇカプセル,メナテトレノン
グラケーカプセル１５ｍｇ,メナテトレノン
ケイツーシロップ０．２％,メナテトレノン
ビフロキシン配合錠,リボフラビン・ピリドキシン塩酸塩
ジアイナ配合カプセル,チアミンジスルフィド・Ｂ６・Ｂ１２配合剤
ノイロビタン配合錠,オクトチアミン・Ｂ２・Ｂ６・Ｂ１２配合剤
ビタダン配合錠,フルスルチアミン・Ｂ２・Ｂ６・Ｂ１２配合剤
ビタメジン配合散,ベンフォチアミン・Ｂ６・Ｂ１２配合剤
ビタメジン配合カプセルＢ２５,ベンフォチアミン・Ｂ６・Ｂ１２配合剤
ビタメジン配合カプセルＢ５０,ベンフォチアミン・Ｂ６・Ｂ１２配合剤
シナール配合顆粒,アスコルビン酸・パントテン酸カルシウム
シーピー配合顆粒,アスコルビン酸・パントテン酸カルシウム
シナール配合錠,アスコルビン酸・パントテン酸カルシウム
調剤用パンビタン末,レチノール・カルシフェロール配合剤
ビオチン散０．２％「フソー」,ビオチン
ビオチン散０．２％「ホエイ」,ビオチン
ビオチン・ドライシロップ０．１％「ホエイ」,ビオチン
乳酸カルシウム水和物,乳酸カルシウム水和物
乳酸カルシウム水和物〈ハチ〉原末,乳酸カルシウム水和物
グルコン酸カルシウム水和物,グルコン酸カルシウム水和物
アスパラ－ＣＡ錠２００,Ｌ－アスパラギン酸カルシウム水和物
Ｌ－アスパラギン酸Ｃａ錠２００ｍｇ「サワイ」,Ｌ－アスパラギン酸カルシウム水和物
Ｌ－アスパラギン酸Ｃａ錠２００ｍｇ「トーワ」,Ｌ－アスパラギン酸カルシウム水和物
塩化カルシウム水和物,塩化カルシウム水和物
リン酸水素カルシウム水和物,リン酸水素カルシウム水和物
デノタスチュアブル配合錠,沈降炭酸カルシウム・コレカルシフェロール・炭酸マグネシウム
ヨウ化カリウム,ヨウ化カリウム
ヨウ化カリウム「コザカイ・Ｍ」,ヨウ化カリウム
ヨウ化カリウム「ニッコー」,ヨウ化カリウム
ヨウ化カリウム（山善）,ヨウ化カリウム
ヨウ化カリウム丸５０ｍｇ「日医工」,ヨウ化カリウム
ヨウレチン散０．０２％,ヨウ素レシチン
ヨウレチン錠「１００」,ヨウ素レシチン
フェロ・グラデュメット錠１０５ｍｇ,硫酸鉄水和物
インクレミンシロップ５％,溶性ピロリン酸第二鉄
フェロミア顆粒８．３％,クエン酸第一鉄ナトリウム
クエン酸第一鉄ナトリウム顆粒８．３％「ツルハラ」,クエン酸第一鉄ナトリウム
クエン酸第一鉄ナトリウム鉄５０ｍｇ錠,クエン酸第一鉄ナトリウム
フェロミア錠５０ｍｇ,クエン酸第一鉄ナトリウム
クエン酸第一鉄Ｎａ錠５０ｍｇ「サワイ」,クエン酸第一鉄ナトリウム
クエン酸第一鉄ナトリウム錠５０ｍｇ「ツルハラ」,クエン酸第一鉄ナトリウム
塩化カリウム,塩化カリウム
塩化カリウム「フソー」,塩化カリウム
