disease_name,disease_kana,icd10_code
下顎体部骨折,カガクタイブコッセツ,S0260
下顎大顎症,カガクダイガクショウ,K070
下顎打撲傷,カガクダボクショウ,S008
化学的糖尿病,カガクテキトウニョウビョウ,R730
下顎頭開放骨折,カガクトウカイホウコッセツ,S0261
下顎頭過形成,カガクトウカケイセイ,K108
下顎頭骨折,カガクトウコッセツ,S0260
下顎頭内軟骨腫,カガクトウナイナンコツシュ,D165
下顎熱傷,カガクネッショウ,T200
下顎膿瘍,カガクノウヨウ,K102
下顎皮下血腫,カガクヒカケッシュ,S008
下顎非対称,カガクヒタイショウ,K071
下顎部悪性黒色腫,カガクブアクセイコクショクシュ,C433
下顎部横紋筋肉腫,カガクブオウモンキンニクシュ,C490
下顎部基底細胞癌,カガクブキテイサイボウガン,C443
下顎部挫傷,カガクブザショウ,S008
下顎部腫脹,カガクブシュチョウ,R220
下顎部腫瘍,カガクブシュヨウ,D487
下顎部腫瘤,カガクブシュリュウ,R221
下顎部石灰化上皮腫,カガクブセッカイカジョウヒシュ,D233
下顎部第１度熱傷,カガクブダイ１ドネッショウ,T201
下顎部第２度熱傷,カガクブダイ２ドネッショウ,T202
下顎部第３度熱傷,カガクブダイ３ドネッショウ,T203
下顎部打撲傷,カガクブダボクショウ,S008
化学物質アレルギー性接触皮膚炎,カガクブッシツアレルギーセイセッショクヒフエン,L235
化学物質過敏症,カガクブッシツカビンショウ,T659
化学物質性気管支炎,カガクブッシツセイキカンシエン,J680
化学物質性肺水腫,カガクブッシツセイハイスイシュ,J681
下顎部膿瘍,カガクブノウヨウ,L020
下顎部皮下腫瘤,カガクブヒカシュリュウ,R220
下顎部皮膚癌,カガクブヒフガン,C443
下顎部皮膚欠損創,カガクブヒフケッソンソウ,S018
下顎部蜂巣炎,カガクブホウソウエン,L032
下顎部ボーエン病,カガクブボーエンビョウ,D043
下顎部メルケル細胞癌,カガクブメルケルサイボウガン,C443
下顎部有棘細胞癌,カガクブユウキョクサイボウガン,C443
下顎部疣贅,カガクブユウゼイ,B07
下顎扁平歯原性腫瘍,カガクヘンペイシゲンセイシュヨウ,D165
下顎明細胞性歯原性癌,カガクメイサイボウセイシゲンセイガン,C411
下顎隆起,カガクリュウキ,K100
化学療法に伴う嘔吐症,カガクリョウホウニトモナウオウトショウ,R11
化学療法に伴う精巣機能不全症,カガクリョウホウニトモナウセイソウキノウフゼンショウ,E895
化学療法に伴う卵巣機能不全,カガクリョウホウニトモナウランソウキノウフゼン,E894
下顎リンパ節腫脹,カガクリンパセツシュチョウ,R590
下顎裂創,カガクレッソウ,S018
下眼瞼悪性黒色腫,カガンケンアクセイコクショクシュ,C431
下眼瞼基底細胞癌,カガンケンキテイサイボウガン,C441
下眼瞼青色母斑,カガンケンセイショクボハン,D221
下眼瞼切創,カガンケンセッソウ,S011
下眼瞼第１度熱傷,カガンケンダイ１ドネッショウ,T260
下眼瞼第２度熱傷,カガンケンダイ２ドネッショウ,T260
下眼瞼第３度熱傷,カガンケンダイ３ドネッショウ,T260
下眼瞼熱傷,カガンケンネッショウ,T260
下眼瞼皮膚癌,カガンケンヒフガン,C441
下眼瞼皮膚良性腫瘍,カガンケンヒフリョウセイシュヨウ,D231
下眼瞼浮腫,カガンケンフシュ,H028
下眼瞼扁平母斑,カガンケンヘンペイボハン,D221
下眼瞼蜂巣炎,カガンケンホウソウエン,H000
下眼瞼ボーエン病,カガンケンボーエンビョウ,D041
下眼瞼母斑,カガンケンボハン,D221
下眼瞼母斑細胞母斑,カガンケンボハンサイボウボハン,D221
下眼瞼有棘細胞癌,カガンケンユウキョクサイボウガン,C441
下眼瞼疣贅,カガンケンユウゼイ,B07
柿胃石,カキイセキ,T182
過期産,カキサン,O758
過期産児,カキサンジ,P082
カキ中毒症,カキチュウドクショウ,T612
下気道感染を伴う慢性閉塞性肺疾患,カキドウカンセンヲトモナウマンセイヘイソクセイハイシッカン,J440
過期妊娠,カキニンシン,O48
夏期熱,カキネツ,R509
過強陣痛,カキョウジンツウ,O624
過強陣痛新生児,カキョウジンツウシンセイジ,P036
過強陣痛胎児,カキョウジンツウタイジ,P036
寡巨大糸球体症,カキョダイシキュウタイショウ,Q604
過緊張性発声障害,カキンチョウセイハッセイショウガイ,G248
鉤爪趾,カギツメシ,M205
可逆性虚血性神経障害,カギャクセイキョケツセイシンケイショウガイ,G459
可逆性後白質脳症症候群,カギャクセイコウハクシツノウショウショウコウグン,I678
可逆性脳血管攣縮症候群,カギャクセイノウケッカンレンシュクショウコウグン,I678
蝸牛型メニエール病,カギュウガタメニエールビョウ,H810
蝸牛神経性難聴,カギュウシンケイセイナンチョウ,H905
蝸牛耳硬化症,カギュウジコウカショウ,H802
核黄疸,カクオウダン,P579
核黄疸Ｉ期,カクオウダン１キ,P579
核黄疸ＩＩ期,カクオウダン２キ,P579
核黄疸ＩＩＩ期,カクオウダン３キ,P579
核黄疸ＩＶ期,カクオウダン４キ,P579
角化棘細胞腫,カクカキョクサイボウシュ,L858
核間性眼筋麻痺,カクカンセイガンキンマヒ,H512
角結膜炎,カクケツマクエン,H162
角結膜乾燥症,カクケツマクカンソウショウ,H188
角結膜擦過傷,カクケツマクサッカショウ,S050
角結膜びらん,カクケツマクビラン,H162
角結膜腐蝕,カクケツマクフショク,T266
核硬化症性白内障,カクコウカショウセイハクナイショウ,H251
角質増殖型白癬,カクシツゾウショクガタハクセン,B358
角質増殖症,カクシツゾウショクショウ,L859
角状後弯,カクジョウコウワン,M4380
殻状歯,カクジョウシ,K005
覚醒剤依存症,カクセイザイイゾンショウ,F152
覚醒剤精神病,カクセイザイセイシンビョウ,F155
覚醒剤中毒,カクセイザイチュウドク,T436
覚醒剤中毒後遺症,カクセイザイチュウドクコウイショウ,F157
核性白内障,カクセイハクナイショウ,H251
喀痰,カクタン,R093
喀痰喀出困難,カクタンカクシュツコンナン,R093
喀痰検査異常,カクタンケンサイジョウ,R848
拡大性頭蓋骨折,カクダイセイトウガイコッセツ,S0290
拡大ネジ付き機能的顎矯正装置破損,カクダイネジツキキノウテキガクキョウセイソウチハソン,T888
拡大ネジ付き機能的顎矯正装置不適合,カクダイネジツキキノウテキガクキョウセイソウチフテキゴウ,T888
拡張期雑音,カクチョウキザツオン,R011
拡張相肥大型心筋症,カクチョウソウヒダイガタシンキンショウ,I420
拡張蛇行静脈,カクチョウダコウジョウミャク,I839
角皮症,カクヒショウ,Q828
角膜アルカリ化学熱傷,カクマクアルカリカガクネッショウ,T266
角膜萎縮,カクマクイシュク,H188
角膜移植拒絶反応,カクマクイショクキョゼツハンノウ,T868
角膜移植後,カクマクイショクゴ,Z947
角膜移植ドナー,カクマクイショクドナー,Z525
角膜移植片の機械的合併症,カクマクイショクヘンノキカイテキガッペイショウ,T853
角膜異物,カクマクイブツ,T150
角膜炎,カクマクエン,H169
角膜潰瘍,カクマクカイヨウ,H160
角膜拡張症,カクマクカクチョウショウ,H187
角膜乾燥症,カクマクカンソウショウ,H188
角膜血腫,カクマクケッシュ,S050
角膜虹彩炎,カクマクコウサイエン,H209
角膜混濁,カクマクコンダク,H179
角膜擦過傷,カクマクサッカショウ,S050
角膜酸化学熱傷,カクマクサンカガクネッショウ,T266
角膜酸性熱傷,カクマクサンセイネッショウ,T266
角膜挫傷,カクマクザショウ,S051
角膜挫創,カクマクザソウ,S053
角膜色素沈着,カクマクシキソチンチャク,H180
角膜疾患,カクマクシッカン,H189
角膜脂肪変性,カクマクシボウヘンセイ,H184
角膜周囲充血,カクマクシュウイジュウケツ,H189
角膜症,カクマクショウ,H189
角膜真菌症,カクマクシンキンショウ,B49
角膜浸潤,カクマクシンジュン,H182
角膜深層異物,カクマクシンソウイブツ,T150
角膜ジストロフィー,カクマクジストロフィー,H185
角膜実質混濁,カクマクジッシツコンダク,H178
角膜上皮幹細胞疲弊症,カクマクジョウヒカンサイボウヒヘイショウ,H188
角膜上皮基底膜ジストロフィー,カクマクジョウヒキテイマクジストロフィー,H185
角膜上皮欠損,カクマクジョウヒケッソン,H188
角膜上皮混濁,カクマクジョウヒコンダク,H178
角膜上皮損傷,カクマクジョウヒソンショウ,S050
角膜上皮剥離,カクマクジョウヒハクリ,H188
角膜上皮びらん,カクマクジョウヒビラン,H161
角膜切傷,カクマクセッショウ,S053
角膜切創,カクマクセッソウ,S053
角膜穿孔,カクマクセンコウ,H160
角膜創傷,カクマクソウショウ,S053
角膜損傷,カクマクソンショウ,S050
角膜帯状疱疹,カクマクタイジョウホウシン,B023
角膜知覚過敏,カクマクチカクカビン,H188
角膜知覚消失,カクマクチカクショウシツ,H188
角膜知覚鈍麻,カクマクチカクドンマ,H188
角膜着色,カクマクチャクショク,H180
角膜中心潰瘍,カクマクチュウシンカイヨウ,H160
角膜鉄片異物,カクマクテツヘンイブツ,T150
角膜デルモイド,カクマクデルモイド,D311
角膜内皮炎,カクマクナイヒエン,H168
角膜内皮障害,カクマクナイヒショウガイ,H189
角膜軟化,カクマクナンカ,H184
角膜熱傷,カクマクネッショウ,T261
角膜の悪性腫瘍,カクマクノアクセイシュヨウ,C691
角膜膿瘍,カクマクノウヨウ,H163
角膜白濁,カクマクハクダク,H179
角膜白斑,カクマクハクハン,H178
角膜剥離,カクマクハクリ,H188
角膜破裂,カクマクハレツ,S053
角膜斑,カクマクハン,H179
角膜瘢痕,カクマクハンコン,H179
角膜パンヌス,カクマクパンヌス,H164
角膜表層異物,カクマクヒョウソウイブツ,T150
角膜びらん,カクマクビラン,H160
角膜浮腫,カクマクフシュ,H182
角膜腐蝕,カクマクフショク,H162
角膜不正乱視,カクマクフセイランシ,H522
角膜ぶどう腫,カクマクブドウシュ,H187
角膜片雲,カクマクヘンウン,H179
角膜変性症,カクマクヘンセイショウ,H184
角膜乱視,カクマクランシ,H522
角膜瘤,カクマクリュウ,H187
角膜良性腫瘍,カクマクリョウセイシュヨウ,D311
角膜裂傷,カクマクレッショウ,S053
過形成腎,カケイセイジン,Q633
過形成性Ｓ状結腸ポリープ,カケイセイセイＳジョウケッチョウポリープ,K635
過形成性胃ポリープ,カケイセイセイイポリープ,K317
